dataset,format,input_name,t,qblue_err,qblue_pipeline,qblue_grouping,qblue_algorithm,qblue_backend,qblue_ok,qblue_wall_s,qblue_qubits,qblue_gates_opt_total,qblue_gates_opt_CX,phoenix_compiler,phoenix_order_method,phoenix_qiskit_opt,phoenix_reverse_labels,phoenix_ok,phoenix_wall_s,phoenix_qubits,phoenix_depth,phoenix_gates_opt_total,phoenix_gates_opt_CX,ratio_wall_s,ratio_gates_opt_total,ratio_gates_opt_CX,qblue_stderr_tail,phoenix_error
Genesis_dataset,genesis,JW_NH3_sto3g_8_electrons_14_spin_orbitals_Hamiltonian_1734_paulis.txt,0.1,0.1,qdrift,none,Trotterization (QDrift),IBMDigital,True,0.056163,14,790,542,,trivial,True,False,True,69.136375,14,4526,8920,4500,1231,11.2911,8.30258,"[DBG] Expected error: 0.100000;   t: 0.100000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_65n1mbhl/JW_NH3_sto3g_8_electrons_14_spin_orbitals_Hamiltonian_1734_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 1734\n\n[DBG] ---- Trotterization (QDrift) -> IBMDigital circuits: ----\n[DBG] Dealing with 400 pauli strings; lambda = 44.173654; relaxation factor: 1.022333.\n[DBG] Input circuit uses 14 qubits, has 2256 gates:  { H : 494, X : 0, Rzq : 490, CX : 1272 }.\n[DBG] After optimization, the circuit uses 790 gates : { U1 : 107, U2 : 114, U3 : 27, CX : 542 }.\n\n",
Genesis_dataset,genesis,BK_NH3_sto3g_8_electrons_14_spin_orbitals_Hamiltonian_1734_paulis.txt,0.1,0.1,qdrift,none,Trotterization (QDrift),IBMDigital,True,0.063035,14,731,456,,trivial,True,False,True,75.469060,14,7397,13809,6366,1197.26,18.8906,13.9605,"[DBG] Expected error: 0.100000;   t: 0.100000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_65n1mbhl/BK_NH3_sto3g_8_electrons_14_spin_orbitals_Hamiltonian_1734_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 1734\n\n[DBG] ---- Trotterization (QDrift) -> IBMDigital circuits: ----\n[DBG] Dealing with 400 pauli strings; lambda = 44.173654; relaxation factor: 1.022333.\n[DBG] Input circuit uses 14 qubits, has 3134 gates:  { H : 820, X : 0, Rzq : 642, CX : 1672 }.\n[DBG] After optimization, the circuit uses 731 gates : { U1 : 115, U2 : 131, U3 : 29, CX : 456 }.\n\n",
Genesis_dataset,genesis,JW_N2_sto3g_12_electrons_18_spin_orbitals_Hamiltonian_1884_paulis.txt,0.1,0.1,qdrift,none,Trotterization (QDrift),IBMDigital,True,0.310051,18,2517,1756,,trivial,True,False,True,139.693498,18,6066,12633,6711,450.55,5.01907,3.82175,"[DBG] Expected error: 0.100000;   t: 0.100000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_65n1mbhl/JW_N2_sto3g_12_electrons_18_spin_orbitals_Hamiltonian_1884_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 1884\n\n[DBG] ---- Trotterization (QDrift) -> IBMDigital circuits: ----\n[DBG] Dealing with 3054 pauli strings; lambda = 123.060928; relaxation factor: 1.008092.\n[DBG] Input circuit uses 18 qubits, has 9560 gates:  { H : 1646, X : 0, Rzq : 2540, CX : 5374 }.\n[DBG] After optimization, the circuit uses 2517 gates : { U1 : 368, U2 : 299, U3 : 94, CX : 1756 }.\n\n",
Genesis_dataset,genesis,BK_N2_sto3g_12_electrons_18_spin_orbitals_Hamiltonian_1884_paulis.txt,0.1,0.1,qdrift,none,Trotterization (QDrift),IBMDigital,True,0.583004,18,2439,1528,,trivial,True,False,True,200.213186,18,13729,25466,12610,343.416,10.4412,8.25262,"[DBG] Expected error: 0.100000;   t: 0.100000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_65n1mbhl/BK_N2_sto3g_12_electrons_18_spin_orbitals_Hamiltonian_1884_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 1884\n\n[DBG] ---- Trotterization (QDrift) -> IBMDigital circuits: ----\n[DBG] Dealing with 3054 pauli strings; lambda = 123.060928; relaxation factor: 1.008092.\n[DBG] Input circuit uses 18 qubits, has 14542 gates:  { H : 2968, X : 0, Rzq : 3192, CX : 8382 }.\n[DBG] After optimization, the circuit uses 2439 gates : { U1 : 412, U2 : 415, U3 : 84, CX : 1528 }.\n\n",
Genesis_dataset,genesis,JW_C2_sto3g_12_electrons_18_spin_orbitals_Hamiltonian_1884_paulis.txt,0.1,0.1,qdrift,none,Trotterization (QDrift),IBMDigital,True,0.399904,18,2303,1532,,trivial,True,False,True,135.941100,18,5965,12499,6653,339.934,5.42727,4.34269,"[DBG] Expected error: 0.100000;   t: 0.100000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_65n1mbhl/JW_C2_sto3g_12_electrons_18_spin_orbitals_Hamiltonian_1884_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 1884\n\n[DBG] ---- Trotterization (QDrift) -> IBMDigital circuits: ----\n[DBG] Dealing with 3876 pauli strings; lambda = 138.700976; relaxation factor: 1.007183.\n[DBG] Input circuit uses 18 qubits, has 11017 gates:  { H : 2196, X : 0, Rzq : 3229, CX : 5592 }.\n[DBG] After optimization, the circuit uses 2303 gates : { U1 : 394, U2 : 271, U3 : 106, CX : 1532 }.\n\n",
Genesis_dataset,genesis,BK_C2_sto3g_12_electrons_18_spin_orbitals_Hamiltonian_1884_paulis.txt,0.1,0.1,qdrift,none,Trotterization (QDrift),IBMDigital,True,0.699687,18,2438,1536,,trivial,True,False,True,192.749687,18,13147,24160,12120,275.48,9.90976,7.89062,"[DBG] Expected error: 0.100000;   t: 0.100000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_65n1mbhl/BK_C2_sto3g_12_electrons_18_spin_orbitals_Hamiltonian_1884_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 1884\n\n[DBG] ---- Trotterization (QDrift) -> IBMDigital circuits: ----\n[DBG] Dealing with 3876 pauli strings; lambda = 138.700976; relaxation factor: 1.007183.\n[DBG] Input circuit uses 18 qubits, has 15975 gates:  { H : 3004, X : 0, Rzq : 3683, CX : 9288 }.\n[DBG] After optimization, the circuit uses 2438 gates : { U1 : 396, U2 : 378, U3 : 128, CX : 1536 }.\n\n",
Genesis_dataset,genesis,JW_ethylene_sto3g_12_electrons_20_spin_orbitals_Hamiltonian_2063_paulis.txt,0.1,0.1,qdrift,none,Trotterization (QDrift),IBMDigital,True,0.161948,20,1334,874,,trivial,True,False,True,228.884732,20,6543,14063,7536,1413.32,10.542,8.62243,"[DBG] Expected error: 0.100000;   t: 0.100000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_65n1mbhl/JW_ethylene_sto3g_12_electrons_20_spin_orbitals_Hamiltonian_2063_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 2063\n\n[DBG] ---- Trotterization (QDrift) -> IBMDigital circuits: ----\n[DBG] Dealing with 1042 pauli strings; lambda = 71.651881; relaxation factor: 1.013848.\n[DBG] Input circuit uses 20 qubits, has 6509 gates:  { H : 1278, X : 0, Rzq : 1325, CX : 3906 }.\n[DBG] After optimization, the circuit uses 1334 gates : { U1 : 206, U2 : 188, U3 : 66, CX : 874 }.\n\n",
Genesis_dataset,genesis,BK_ethylene_sto3g_12_electrons_20_spin_orbitals_Hamiltonian_2063_paulis.txt,0.1,0.1,qdrift,none,Trotterization (QDrift),IBMDigital,True,0.224086,20,1550,968,,trivial,True,False,True,300.060676,20,16656,31333,15737,1339.04,20.2148,16.2572,"[DBG] Expected error: 0.100000;   t: 0.100000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_65n1mbhl/BK_ethylene_sto3g_12_electrons_20_spin_orbitals_Hamiltonian_2063_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 2063\n\n[DBG] ---- Trotterization (QDrift) -> IBMDigital circuits: ----\n[DBG] Dealing with 1042 pauli strings; lambda = 71.651881; relaxation factor: 1.013848.\n[DBG] Input circuit uses 20 qubits, has 9221 gates:  { H : 2400, X : 0, Rzq : 1721, CX : 5100 }.\n[DBG] After optimization, the circuit uses 1550 gates : { U1 : 238, U2 : 285, U3 : 59, CX : 968 }.\n\n",
Genesis_dataset,genesis,JW_NH3_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_2913_paulis.txt,0.1,0.1,qdrift,none,Trotterization (QDrift),IBMDigital,True,0.331095,16,2770,1863,,trivial,True,False,True,168.737475,16,7471,15301,7770,509.635,5.52383,4.17069,"[DBG] Expected error: 0.100000;   t: 0.100000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_65n1mbhl/JW_NH3_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_2913_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 2913\n\n[DBG] ---- Trotterization (QDrift) -> IBMDigital circuits: ----\n[DBG] Dealing with 2525 pauli strings; lambda = 111.844467; relaxation factor: 1.008898.\n[DBG] Input circuit uses 16 qubits, has 9704 gates:  { H : 1860, X : 0, Rzq : 2470, CX : 5374 }.\n[DBG] After optimization, the circuit uses 2770 gates : { U1 : 426, U2 : 351, U3 : 130, CX : 1863 }.\n\n",
Genesis_dataset,genesis,BK_NH3_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_2913_paulis.txt,0.1,0.1,qdrift,none,Trotterization (QDrift),IBMDigital,True,0.448362,16,2428,1516,,trivial,True,False,True,112.816610,16,8700,16464,7453,251.619,6.78089,4.91623,"[DBG] Expected error: 0.100000;   t: 0.100000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_65n1mbhl/BK_NH3_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_2913_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 2913\n\n[DBG] ---- Trotterization (QDrift) -> IBMDigital circuits: ----\n[DBG] Dealing with 2525 pauli strings; lambda = 111.844467; relaxation factor: 1.008898.\n[DBG] Input circuit uses 16 qubits, has 12120 gates:  { H : 2486, X : 0, Rzq : 2812, CX : 6822 }.\n[DBG] After optimization, the circuit uses 2428 gates : { U1 : 398, U2 : 408, U3 : 106, CX : 1516 }.\n\n",
Genesis_dataset,genesis,JW_N2_sto3g_14_electrons_20_spin_orbitals_Hamiltonian_2951_paulis.txt,0.1,0.1,qdrift,none,Trotterization (QDrift),IBMDigital,True,2.558880,20,6066,4112,,trivial,True,False,True,294.182708,20,9855,20630,11114,114.965,3.40092,2.70282,"[DBG] Expected error: 0.100000;   t: 0.100000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_65n1mbhl/JW_N2_sto3g_14_electrons_20_spin_orbitals_Hamiltonian_2951_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 2951\n\n[DBG] ---- Trotterization (QDrift) -> IBMDigital circuits: ----\n[DBG] Dealing with 8385 pauli strings; lambda = 204.249884; relaxation factor: 1.004884.\n[DBG] Input circuit uses 20 qubits, has 29381 gates:  { H : 5920, X : 0, Rzq : 7797, CX : 15664 }.\n[DBG] After optimization, the circuit uses 6066 gates : { U1 : 934, U2 : 740, U3 : 280, CX : 4112 }.\n\n",
Genesis_dataset,genesis,BK_N2_sto3g_14_electrons_20_spin_orbitals_Hamiltonian_2951_paulis.txt,0.1,0.1,qdrift,none,Trotterization (QDrift),IBMDigital,True,4.790144,20,6946,4410,,trivial,True,False,True,391.351159,20,21314,39786,20026,81.6992,5.7279,4.54104,"[DBG] Expected error: 0.100000;   t: 0.100000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_65n1mbhl/BK_N2_sto3g_14_electrons_20_spin_orbitals_Hamiltonian_2951_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 2951\n\n[DBG] ---- Trotterization (QDrift) -> IBMDigital circuits: ----\n[DBG] Dealing with 8385 pauli strings; lambda = 204.249884; relaxation factor: 1.004884.\n[DBG] Input circuit uses 20 qubits, has 43089 gates:  { H : 9626, X : 0, Rzq : 8813, CX : 24650 }.\n[DBG] After optimization, the circuit uses 6946 gates : { U1 : 983, U2 : 1200, U3 : 353, CX : 4410 }.\n\n",
Genesis_dataset,genesis,BK_C2_sto3g_12_electrons_20_spin_orbitals_Hamiltonian_2951_paulis.txt,0.1,0.1,qdrift,none,Trotterization (QDrift),IBMDigital,True,1.528513,20,4469,2918,,trivial,True,False,True,392.610782,20,20879,38882,19586,256.858,8.70038,6.71213,"[DBG] Expected error: 0.100000;   t: 0.100000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_65n1mbhl/BK_C2_sto3g_12_electrons_20_spin_orbitals_Hamiltonian_2951_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 2951\n\n[DBG] ---- Trotterization (QDrift) -> IBMDigital circuits: ----\n[DBG] Dealing with 4372 pauli strings; lambda = 147.340455; relaxation factor: 1.006763.\n[DBG] Input circuit uses 20 qubits, has 25349 gates:  { H : 5824, X : 0, Rzq : 5067, CX : 14458 }.\n[DBG] After optimization, the circuit uses 4469 gates : { U1 : 592, U2 : 752, U3 : 207, CX : 2918 }.\n\n",
Genesis_dataset,genesis,JW_C2_sto3g_12_electrons_20_spin_orbitals_Hamiltonian_2951_paulis.txt,0.1,0.1,qdrift,none,Trotterization (QDrift),IBMDigital,True,0.881071,20,3889,2682,,trivial,True,False,True,294.132064,20,9700,20288,10922,333.835,5.21677,4.07233,"[DBG] Expected error: 0.100000;   t: 0.100000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_65n1mbhl/JW_C2_sto3g_12_electrons_20_spin_orbitals_Hamiltonian_2951_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 2951\n\n[DBG] ---- Trotterization (QDrift) -> IBMDigital circuits: ----\n[DBG] Dealing with 4372 pauli strings; lambda = 147.340455; relaxation factor: 1.006763.\n[DBG] Input circuit uses 20 qubits, has 17705 gates:  { H : 3636, X : 0, Rzq : 4391, CX : 9678 }.\n[DBG] After optimization, the circuit uses 3889 gates : { U1 : 592, U2 : 445, U3 : 170, CX : 2682 }.\n\n",
Genesis_dataset,genesis,JW_ethylene_sto3g_14_electrons_24_spin_orbitals_Hamiltonian_4497_paulis.txt,0.1,0.1,qdrift,none,Trotterization (QDrift),IBMDigital,True,1.369386,24,4183,2850,,trivial,True,False,True,834.919617,24,16182,33802,18736,609.704,8.0808,6.57404,"[DBG] Expected error: 0.100000;   t: 0.100000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_65n1mbhl/JW_ethylene_sto3g_14_electrons_24_spin_orbitals_Hamiltonian_4497_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 4497\n\n[DBG] ---- Trotterization (QDrift) -> IBMDigital circuits: ----\n[DBG] Dealing with 3636 pauli strings; lambda = 134.322508; relaxation factor: 1.007416.\n[DBG] Input circuit uses 24 qubits, has 22318 gates:  { H : 4174, X : 0, Rzq : 4490, CX : 13654 }.\n[DBG] After optimization, the circuit uses 4183 gates : { U1 : 632, U2 : 474, U3 : 227, CX : 2850 }.\n\n",
Genesis_dataset,genesis,BK_ethylene_sto3g_14_electrons_24_spin_orbitals_Hamiltonian_4497_paulis.txt,0.1,0.1,qdrift,none,Trotterization (QDrift),IBMDigital,True,2.357410,24,5512,3581,,trivial,True,False,True,740.891386,24,31181,59344,29596,314.282,10.7663,8.26473,"[DBG] Expected error: 0.100000;   t: 0.100000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_65n1mbhl/BK_ethylene_sto3g_14_electrons_24_spin_orbitals_Hamiltonian_4497_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 4497\n\n[DBG] ---- Trotterization (QDrift) -> IBMDigital circuits: ----\n[DBG] Dealing with 3636 pauli strings; lambda = 134.322508; relaxation factor: 1.007416.\n[DBG] Input circuit uses 24 qubits, has 31000 gates:  { H : 8234, X : 0, Rzq : 5832, CX : 16934 }.\n[DBG] After optimization, the circuit uses 5512 gates : { U1 : 804, U2 : 890, U3 : 237, CX : 3581 }.\n\n",
Genesis_dataset,genesis,JW_ethylene_sto3g_16_electrons_28_spin_orbitals_Hamiltonian_8919_paulis.txt,0.1,0.1,qdrift,none,Trotterization (QDrift),IBMDigital,True,14.317929,28,9969,6621,,,,,,,,,,,,,,"[DBG] Expected error: 0.100000;   t: 0.100000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_65n1mbhl/JW_ethylene_sto3g_16_electrons_28_spin_orbitals_Hamiltonian_8919_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 8919\n\n[DBG] ---- Trotterization (QDrift) -> IBMDigital circuits: ----\n[DBG] Dealing with 9760 pauli strings; lambda = 220.395680; relaxation factor: 1.004527.\n[DBG] Input circuit uses 28 qubits, has 69481 gates:  { H : 13060, X : 0, Rzq : 12657, CX : 43764 }.\n[DBG] After optimization, the circuit uses 9969 gates : { U1 : 1513, U2 : 1180, U3 : 655, CX : 6621 }.\n\n",
Genesis_dataset,genesis,BK_ethylene_sto3g_16_electrons_28_spin_orbitals_Hamiltonian_8919_paulis.txt,0.1,0.1,qdrift,none,Trotterization (QDrift),IBMDigital,True,18.147429,28,12074,7608,,,,,,,,,,,,,,"[DBG] Expected error: 0.100000;   t: 0.100000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_65n1mbhl/BK_ethylene_sto3g_16_electrons_28_spin_orbitals_Hamiltonian_8919_paulis.txt.marqsim.txt:\n[DBG] Length of Pauli String 8919\n\n[DBG] ---- Trotterization (QDrift) -> IBMDigital circuits: ----\n[DBG] Dealing with 9760 pauli strings; lambda = 220.395680; relaxation factor: 1.004527.\n[DBG] Input circuit uses 28 qubits, has 91065 gates:  { H : 24512, X : 0, Rzq : 16789, CX : 49764 }.\n[DBG] After optimization, the circuit uses 12074 gates : { U1 : 1611, U2 : 2154, U3 : 701, CX : 7608 }.\n\n",
Genesis_dataset,genesis,JW_benzene_sto3g_42_electrons_72_spin_orbitals_Hamiltonian_368021_paulis.txt,0.1,0.1,qdrift,none,,,False,1800.037475,,,,,,,,,,,,,,,,,[DBG] Expected error: 0.100000;   t: 0.100000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_65n1mbhl/JW_benzene_sto3g_42_electrons_72_spin_orbitals_Hamiltonian_368021_paulis.txt.marqsim.txt:\n,
Genesis_dataset,genesis,BK_benzene_sto3g_42_electrons_72_spin_orbitals_Hamiltonian_368021_paulis.txt,0.1,0.1,qdrift,none,,,False,1800.047596,,,,,,,,,,,,,,,,,[DBG] Expected error: 0.100000;   t: 0.100000\n[DBG] Analyzing /var/folders/8l/ycc5vbn93_56mddr52w8zp040000gn/T/qblue_bench_65n1mbhl/BK_benzene_sto3g_42_electrons_72_spin_orbitals_Hamiltonian_368021_paulis.txt.marqsim.txt:\n,
