compiler,dataset,format,input_path,input_name,t,qiskit_opt,reverse_labels,n_terms,n_qubits,qubits,ok,wall_s,depth,gates_total,cx,twoq_total,ops_json,ibm_depth,gates_opt_total,gates_opt_U1,gates_opt_U2,gates_opt_U3,gates_opt_CX,gates_opt_json,tetris_swap_count,tetris_cx_count,tetris_bridge_count,IR_total,IR_remain,IR_cancel_ratio,error
tetris,Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/H2O/JW_H2O_sto3g_8_electrons_12_spin_orbitals_Hamiltonian_1219_paulis.txt,JW_H2O_sto3g_8_electrons_12_spin_orbitals_Hamiltonian_1219_paulis.txt,0.1,True,False,1218,12,12,True,0.877145,9786,15046,8084,8084,"{""cx"": 8084, ""rz"": 1218, ""u"": 5744}",8547,12807,69,3195,2730,6813,"{""CX"": 6813, ""U1"": 69, ""U2"": 3195, ""U3"": 2730}",0,8084,0,18390,15046,0.1818379554105492,
tetris,Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/N2/JW_N2_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_1177_paulis.txt,JW_N2_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_1177_paulis.txt,0.1,True,False,1176,16,16,True,1.011998,10796,16274,9306,9306,"{""cx"": 9306, ""rz"": 1176, ""u"": 5792}",9577,14147,29,3275,2844,7999,"{""CX"": 7999, ""U1"": 29, ""U2"": 3275, ""U3"": 2844}",0,9306,0,21944,16274,0.258384979948961,
tetris,Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/C2/JW_C2_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_1177_paulis.txt,JW_C2_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_1177_paulis.txt,0.1,True,False,1176,16,16,True,1.008417,11096,16150,9182,9182,"{""cx"": 9182, ""rz"": 1176, ""u"": 5792}",9871,14041,42,3296,2833,7870,"{""CX"": 7870, ""U1"": 42, ""U2"": 3296, ""U3"": 2833}",0,9182,0,21848,16150,0.26080190406444526,
tetris,Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/N2/BK_N2_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_1177_paulis.txt,BK_N2_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_1177_paulis.txt,0.1,True,False,1176,16,16,True,1.398168,11368,15960,8962,8962,"{""cx"": 8962, ""rz"": 1176, ""u"": 5822}",9661,12766,205,1702,3624,7235,"{""CX"": 7235, ""U1"": 205, ""U2"": 1702, ""U3"": 3624}",0,8962,0,22564,15960,0.29267860308455945,
tetris,Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/C2/BK_C2_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_1177_paulis.txt,BK_C2_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_1177_paulis.txt,0.1,True,False,1176,16,16,True,1.369796,11200,15888,9010,9010,"{""cx"": 9010, ""rz"": 1176, ""u"": 5702}",9533,12779,161,1798,3521,7299,"{""CX"": 7299, ""U1"": 161, ""U2"": 1798, ""U3"": 3521}",0,9010,0,22210,15888,0.28464655560558305,
tetris,Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/H2O/JW_H2O_sto3g_10_electrons_14_spin_orbitals_Hamiltonian_1654_paulis.txt,JW_H2O_sto3g_10_electrons_14_spin_orbitals_Hamiltonian_1654_paulis.txt,0.1,True,False,1653,14,14,True,1.386382,14332,21621,11920,11920,"{""cx"": 11920, ""rz"": 1653, ""u"": 8048}",12412,18305,96,4520,3750,9939,"{""CX"": 9939, ""U1"": 96, ""U2"": 4520, ""U3"": 3750}",0,11920,0,27451,21621,0.2123784197297002,
tetris,Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/H2O/BK_H2O_sto3g_10_electrons_14_spin_orbitals_Hamiltonian_1654_paulis.txt,BK_H2O_sto3g_10_electrons_14_spin_orbitals_Hamiltonian_1654_paulis.txt,0.1,True,False,1653,14,14,True,1.672192,14001,18873,10450,10450,"{""cx"": 10450, ""rz"": 1653, ""u"": 6770}",11218,14783,322,2117,4614,7730,"{""CX"": 7730, ""U1"": 322, ""U2"": 2117, ""U3"": 4614}",0,10450,0,30669,18873,0.3846229091264795,
tetris,Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/NH3/JW_NH3_sto3g_8_electrons_14_spin_orbitals_Hamiltonian_1734_paulis.txt,JW_NH3_sto3g_8_electrons_14_spin_orbitals_Hamiltonian_1734_paulis.txt,0.1,True,False,1733,14,14,True,1.477963,15668,23061,12824,12824,"{""cx"": 12824, ""rz"": 1733, ""u"": 8504}",13647,19720,100,4872,4019,10729,"{""CX"": 10729, ""U1"": 100, ""U2"": 4872, ""U3"": 4019}",0,12824,0,29411,23061,0.2159056135459522,
tetris,Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/NH3/BK_NH3_sto3g_8_electrons_14_spin_orbitals_Hamiltonian_1734_paulis.txt,BK_NH3_sto3g_8_electrons_14_spin_orbitals_Hamiltonian_1734_paulis.txt,0.1,True,False,1733,14,14,True,1.919401,15734,21569,11984,11984,"{""cx"": 11984, ""rz"": 1733, ""u"": 7852}",12973,17377,369,2628,5285,9095,"{""CX"": 9095, ""U1"": 369, ""U2"": 2628, ""U3"": 5285}",0,11984,0,33367,21569,0.3535828812898972,
tetris,Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/N2/JW_N2_sto3g_12_electrons_18_spin_orbitals_Hamiltonian_1884_paulis.txt,JW_N2_sto3g_12_electrons_18_spin_orbitals_Hamiltonian_1884_paulis.txt,0.1,True,False,1883,18,18,True,1.883899,18726,26949,15626,15626,"{""cx"": 15626, ""rz"": 1883, ""u"": 9440}",16369,23122,67,5296,4625,13134,"{""CX"": 13134, ""U1"": 67, ""U2"": 5296, ""U3"": 4625}",0,15626,0,37341,26949,0.2782999919659356,
tetris,Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/N2/BK_N2_sto3g_12_electrons_18_spin_orbitals_Hamiltonian_1884_paulis.txt,BK_N2_sto3g_12_electrons_18_spin_orbitals_Hamiltonian_1884_paulis.txt,0.1,True,False,1883,18,18,True,3.426081,21180,30227,16930,16930,"{""cx"": 16930, ""rz"": 1883, ""u"": 11414}",17643,22527,343,2907,5771,13506,"{""CX"": 13506, ""U1"": 343, ""U2"": 2907, ""U3"": 5771}",0,16930,0,42389,30227,0.2869140578923777,
tetris,Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/C2/JW_C2_sto3g_12_electrons_18_spin_orbitals_Hamiltonian_1884_paulis.txt,JW_C2_sto3g_12_electrons_18_spin_orbitals_Hamiltonian_1884_paulis.txt,0.1,True,False,1883,18,18,True,1.820260,18936,26693,15370,15370,"{""cx"": 15370, ""rz"": 1883, ""u"": 9440}",16559,22880,79,5252,4655,12894,"{""CX"": 12894, ""U1"": 79, ""U2"": 5252, ""U3"": 4655}",0,15370,0,37021,26693,0.2789767969530807,
tetris,Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/C2/BK_C2_sto3g_12_electrons_18_spin_orbitals_Hamiltonian_1884_paulis.txt,BK_C2_sto3g_12_electrons_18_spin_orbitals_Hamiltonian_1884_paulis.txt,0.1,True,False,1883,18,18,True,3.472575,20602,29305,16520,16520,"{""cx"": 16520, ""rz"": 1883, ""u"": 10902}",16933,21704,390,2748,5630,12936,"{""CX"": 12936, ""U1"": 390, ""U2"": 2748, ""U3"": 5630}",0,16520,0,42417,29305,0.30912134285781645,
tetris,Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/ethylene/JW_ethylene_sto3g_12_electrons_20_spin_orbitals_Hamiltonian_2063_paulis.txt,JW_ethylene_sto3g_12_electrons_20_spin_orbitals_Hamiltonian_2063_paulis.txt,0.1,True,False,2062,20,20,True,2.334851,20970,29994,17796,17796,"{""cx"": 17796, ""rz"": 2062, ""u"": 10136}",17907,25422,70,5710,5040,14602,"{""CX"": 14602, ""U1"": 70, ""U2"": 5710, ""U3"": 5040}",0,17796,0,43082,29994,0.303792767280999,
tetris,Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/ethylene/BK_ethylene_sto3g_12_electrons_20_spin_orbitals_Hamiltonian_2063_paulis.txt,BK_ethylene_sto3g_12_electrons_20_spin_orbitals_Hamiltonian_2063_paulis.txt,0.1,True,False,2062,20,20,True,4.248350,24734,35656,20162,20162,"{""cx"": 20162, ""rz"": 2062, ""u"": 13432}",20330,26184,385,3269,6777,15753,"{""CX"": 15753, ""U1"": 385, ""U2"": 3269, ""U3"": 6777}",0,20162,0,50122,35656,0.28861577750289297,
tetris,Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/NH3/JW_NH3_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_2913_paulis.txt,JW_NH3_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_2913_paulis.txt,0.1,True,False,2912,16,16,True,3.062101,27929,40510,23022,23022,"{""cx"": 23022, ""rz"": 2912, ""u"": 14576}",23899,34165,158,8208,6975,18824,"{""CX"": 18824, ""U1"": 158, ""U2"": 8208, ""U3"": 6975}",0,23022,0,53504,40510,0.24286034688995214,
tetris,Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/NH3/BK_NH3_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_2913_paulis.txt,BK_NH3_sto3g_10_electrons_16_spin_orbitals_Hamiltonian_2913_paulis.txt,0.1,True,False,2912,16,16,True,3.452518,23895,32306,18570,18570,"{""cx"": 18570, ""rz"": 2912, ""u"": 10824}",19461,26905,556,4268,8590,13491,"{""CX"": 13491, ""U1"": 556, ""U2"": 4268, ""U3"": 8590}",0,18570,0,55112,32306,0.41381187400203223,
tetris,Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/N2/JW_N2_sto3g_14_electrons_20_spin_orbitals_Hamiltonian_2951_paulis.txt,JW_N2_sto3g_14_electrons_20_spin_orbitals_Hamiltonian_2951_paulis.txt,0.1,True,False,2950,20,20,True,3.490321,31456,43702,25656,25656,"{""cx"": 25656, ""rz"": 2950, ""u"": 15096}",27131,37074,113,8411,7378,21172,"{""CX"": 21172, ""U1"": 113, ""U2"": 8411, ""U3"": 7378}",0,25656,0,62618,43702,0.3020856622696349,
tetris,Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/N2/BK_N2_sto3g_14_electrons_20_spin_orbitals_Hamiltonian_2951_paulis.txt,BK_N2_sto3g_14_electrons_20_spin_orbitals_Hamiltonian_2951_paulis.txt,0.1,True,False,2950,20,20,True,6.663790,33719,48490,27292,27292,"{""cx"": 27292, ""rz"": 2950, ""u"": 18248}",27445,35423,588,4578,9278,20979,"{""CX"": 20979, ""U1"": 588, ""U2"": 4578, ""U3"": 9278}",0,27292,0,73868,48490,0.3435587805274273,
tetris,Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/C2/BK_C2_sto3g_12_electrons_20_spin_orbitals_Hamiltonian_2951_paulis.txt,BK_C2_sto3g_12_electrons_20_spin_orbitals_Hamiltonian_2951_paulis.txt,0.1,True,False,2950,20,20,True,6.621946,33719,48490,27292,27292,"{""cx"": 27292, ""rz"": 2950, ""u"": 18248}",27445,35423,588,4578,9278,20979,"{""CX"": 20979, ""U1"": 588, ""U2"": 4578, ""U3"": 9278}",0,27292,0,73868,48490,0.3435587805274273,
tetris,Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/C2/JW_C2_sto3g_12_electrons_20_spin_orbitals_Hamiltonian_2951_paulis.txt,JW_C2_sto3g_12_electrons_20_spin_orbitals_Hamiltonian_2951_paulis.txt,0.1,True,False,2950,20,20,True,3.636569,31456,43702,25656,25656,"{""cx"": 25656, ""rz"": 2950, ""u"": 15096}",27131,37074,113,8411,7378,21172,"{""CX"": 21172, ""U1"": 113, ""U2"": 8411, ""U3"": 7378}",0,25656,0,62618,43702,0.3020856622696349,
tetris,Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/ethylene/JW_ethylene_sto3g_14_electrons_24_spin_orbitals_Hamiltonian_4497_paulis.txt,JW_ethylene_sto3g_14_electrons_24_spin_orbitals_Hamiltonian_4497_paulis.txt,0.1,True,False,4496,24,24,True,7.346439,49984,70518,42886,42886,"{""cx"": 42886, ""rz"": 4496, ""u"": 23136}",42094,59055,149,12915,11324,34667,"{""CX"": 34667, ""U1"": 149, ""U2"": 12915, ""U3"": 11324}",0,42886,0,106776,70518,0.33957069004270624,
tetris,Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/ethylene/BK_ethylene_sto3g_14_electrons_24_spin_orbitals_Hamiltonian_4497_paulis.txt,BK_ethylene_sto3g_14_electrons_24_spin_orbitals_Hamiltonian_4497_paulis.txt,0.1,True,False,4496,24,24,True,12.744116,52315,74620,42074,42074,"{""cx"": 42074, ""rz"": 4496, ""u"": 28050}",42109,54851,954,7540,15032,31325,"{""CX"": 31325, ""U1"": 954, ""U2"": 7540, ""U3"": 15032}",0,42074,0,122190,74620,0.3893117276372862,
tetris,Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/ethylene/JW_ethylene_sto3g_16_electrons_28_spin_orbitals_Hamiltonian_8919_paulis.txt,JW_ethylene_sto3g_16_electrons_28_spin_orbitals_Hamiltonian_8919_paulis.txt,,True,False,8918,28,28,False,0.0,,,,,,,,,,,,,,,,,,,skipped (n_terms=8918 > --max-terms=5000)
tetris,Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/ethylene/BK_ethylene_sto3g_16_electrons_28_spin_orbitals_Hamiltonian_8919_paulis.txt,BK_ethylene_sto3g_16_electrons_28_spin_orbitals_Hamiltonian_8919_paulis.txt,,True,False,8918,28,28,False,0.0,,,,,,,,,,,,,,,,,,,skipped (n_terms=8918 > --max-terms=5000)
tetris,Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/benzene/JW_benzene_sto3g_42_electrons_72_spin_orbitals_Hamiltonian_368021_paulis.txt,JW_benzene_sto3g_42_electrons_72_spin_orbitals_Hamiltonian_368021_paulis.txt,,True,False,368020,72,72,False,0.0,,,,,,,,,,,,,,,,,,,skipped (n_terms=368020 > --max-terms=5000)
tetris,Genesis_dataset,genesis,/Users/jbg/Development/particleSystem/QBlue_Benchmark_Datasets/Genesis_dataset/benzene/BK_benzene_sto3g_42_electrons_72_spin_orbitals_Hamiltonian_368021_paulis.txt,BK_benzene_sto3g_42_electrons_72_spin_orbitals_Hamiltonian_368021_paulis.txt,,True,False,368020,72,72,False,0.0,,,,,,,,,,,,,,,,,,,skipped (n_terms=368020 > --max-terms=5000)
